FunctionName, RelativePath, CountLineCode, CountPath, Cyclomatic, MaxNesting, Knots, CountInput, CountOutput, Bugs
_rl_callback_newline,bash-3.2\lib\readline\callback.c,13,3,3,2,0,5,4, 0
rl_initialize,bash-3.2\lib\readline\readline.c,23,4,3,1,0,4,12, 0
rl_set_signals,bash-3.2\lib\readline\signals.c,13,2,2,1,0,7,3, 0
readline_internal_setup,bash-3.2\lib\readline\readline.c,31,32,7,2,2,12,9, 0
rl_set_prompt,bash-3.2\lib\readline\readline.c,10,2,4,1,0,4,9, 0
_rl_arg_callback,bash-3.2\lib\readline\misc.c,18,2,2,1,1,3,8, 0
_rl_internal_char_cleanup,bash-3.2\lib\readline\readline.c,20,16,5,1,0,12,4, 1
_rl_dispatch_callback,bash-3.2\lib\readline\readline.c,28,18,6,1,2,10,10, 1
_rl_callback_data_dispose,bash-3.2\lib\readline\callback.c,6,2,2,1,0,2,1, 0
readline_internal_char,bash-3.2\lib\readline\readline.c,43,29,8,2,4,11,11, 0
readline_internal_teardown,bash-3.2\lib\readline\readline.c,21,4,4,1,0,5,12, 0
rl_clear_signals,bash-3.2\lib\readline\signals.c,13,2,2,1,0,8,3, 0
_rl_init_line_state,bash-3.2\lib\readline\readline.c,7,1,1,0,0,3,4, 0
rl_callback_handler_remove,bash-3.2\lib\readline\callback.c,13,3,3,2,0,2,4, 0
_rl_callback_data_alloc,bash-3.2\lib\readline\callback.c,10,1,1,0,0,6,5, 0
readline_internal,bash-3.2\lib\readline\readline.c,8,1,1,0,0,1,4, 0
readline_initialize_everything,bash-3.2\lib\readline\readline.c,30,128,8,1,0,11,20, 0
bind_arrow_keys_internal,bash-3.2\lib\readline\readline.c,21,1,1,0,0,3,2, 0
bind_arrow_keys,bash-3.2\lib\readline\readline.c,7,1,1,0,0,4,1, 0
readline_default_bindings,bash-3.2\lib\readline\readline.c,6,2,2,1,0,3,1, 0
reset_default_bindings,bash-3.2\lib\readline\readline.c,9,2,2,1,0,2,2, 0
_rl_subseq_result,bash-3.2\lib\readline\readline.c,43,6,7,2,7,9,8, 0
_rl_subseq_getchar,bash-3.2\lib\readline\readline.c,14,4,3,1,0,3,3, 0
rl_vi_insertion_mode,bash-3.2\lib\readline\vi_mode.c,8,1,1,0,0,6,3, 0
replace_history_entry,bash-3.2\lib\readline\history.c,17,2,2,1,1,8,8, 0
_rl_set_insert_mode,bash-3.2\lib\readline\misc.c,6,1,1,0,0,6,1, 0
rl_vi_check,bash-3.2\lib\readline\vi_mode.c,12,3,4,2,1,6,2, 0
_rl_reset_argument,bash-3.2\lib\readline\misc.c,7,1,1,0,0,4,4, 0
_rl_dispatch,bash-3.2\lib\readline\readline.c,8,1,1,0,0,8,3, 0
readline_internal_charloop,bash-3.2\lib\readline\readline.c,8,2,2,1,0,2,2, 0
_rl_set_the_line,bash-3.2\lib\readline\readline.c,5,1,1,0,0,2,1, 0
_rl_keyseq_cxt_alloc,bash-3.2\lib\readline\readline.c,11,1,1,0,0,2,8, 0
_rl_keyseq_cxt_dispose,bash-3.2\lib\readline\readline.c,6,1,1,0,0,3,1, 0
_rl_keyseq_chain_dispose,bash-3.2\lib\readline\readline.c,11,2,2,1,0,4,2, 0
_rl_dispatch_subseq,bash-3.2\lib\readline\readline.c,115,41,22,4,50,18,31, 0
_rl_add_macro_char,bash-3.2\lib\readline\macro.c,14,3,3,2,1,5,5, 0
_rl_with_macro_input,bash-3.2\lib\readline\macro.c,9,1,1,0,0,5,4, 0
_rl_vi_textmod_command,bash-3.2\lib\readline\vi_mode.c,6,1,2,0,0,4,2, 0
_rl_vi_set_last,bash-3.2\lib\readline\vi_mode.c,8,1,1,0,0,5,3, 0
_rl_start_using_history,bash-3.2\lib\readline\misc.c,8,2,2,1,0,2,3, 0
_rl_vi_initialize_line,bash-3.2\lib\readline\vi_mode.c,8,2,2,1,0,2,2, 0
rl_initialize_funmap,bash-3.2\lib\readline\funmap.c,11,3,3,1,1,7,3, 0
_rl_init_eightbit,bash-3.2\lib\readline\nls.c,19,4,5,2,3,2,8, 0
rl_read_init_file,bash-3.2\lib\readline\bind.c,17,12,5,2,2,4,3, 0
rl_set_keymap_from_edit_mode,bash-3.2\lib\readline\bind.c,8,3,3,1,1,5,1, 0
rl_tty_set_default_bindings,bash-3.2\lib\readline\rltty.c,6,1,1,0,0,3,1, 0
rl_tty_unset_default_bindings,bash-3.2\lib\readline\rltty.c,9,5,4,1,1,8,0, 0
rl_save_state,bash-3.2\lib\readline\readline.c,28,2,2,1,1,21,22, 0
rl_restore_state,bash-3.2\lib\readline\readline.c,28,2,2,1,1,21,22, 0
ansicstr,bash-3.2\lib\sh\strtrans.c,101,195,47,5,128,7,6, 0
ansiexpand,bash-3.2\lib\sh\strtrans.c,24,6,4,2,1,6,5, 0
sh_exit,bash-3.2\shell.c,6,1,1,0,0,3,1, 0
unbind_args,bash-3.2\shell.c,6,1,1,0,0,1,2, 0
unset_bash_input,bash-3.2\shell.c,10,2,2,1,0,2,2, 0
parse_command,bash-3.2\eval.c,21,10,5,2,0,8,9, 0
read_command,bash-3.2\eval.c,34,32,8,3,0,5,11, 0
yyparse,bash-3.2\y.tab.c,841,2562,207,3,8780,31,51, 0
parse_string_to_word_list,bash-3.2\y.tab.c,61,156,11,3,7,18,19, 0
free_pushed_string_input,bash-3.2\y.tab.c,4,1,1,0,0,1,0, 0
get_current_prompt_level,bash-3.2\y.tab.c,5,1,2,0,0,3,1, 0
set_current_prompt_level,bash-3.2\y.tab.c,7,1,2,0,0,5,2, 0
set_default_locale,bash-3.2\locale.c,6,1,1,0,0,1,0, 0
set_default_locale_vars,bash-3.2\locale.c,19,15,8,3,0,3,7, 0
set_locale_var,bash-3.2\locale.c,33,11,14,3,4,7,8, 0
set_lang,bash-3.2\locale.c,14,4,5,2,1,5,7, 0
set_default_lang,bash-3.2\locale.c,9,1,1,0,0,1,3, 0
get_locale_var,bash-3.2\locale.c,14,8,4,1,0,5,2, 0
localetrans,bash-3.2\locale.c,45,12,9,2,4,5,7, 0
mk_msgstr,bash-3.2\locale.c,38,28,8,3,2,3,3, 0
localeexpand,bash-3.2\locale.c,43,16,9,2,3,9,8, 0
list_reverse,bash-3.2\list.c,14,2,2,1,0,19,3, 0
list_append,bash-3.2\list.c,12,3,3,1,1,5,2, 0
find_string_in_alist,bash-3.2\stringlib.c,16,3,3,2,3,5,2, 0
find_token_in_alist,bash-3.2\stringlib.c,14,3,3,2,3,5,4, 0
find_index_in_alist,bash-3.2\stringlib.c,16,3,3,2,3,3,2, 0
substring,bash-3.2\stringlib.c,13,1,1,0,0,14,3, 0
strsub,bash-3.2\stringlib.c,29,12,13,6,1,4,4, 0
strcreplace,bash-3.2\stringlib.c,50,49,18,7,2,4,9, 0
strip_trailing,bash-3.2\stringlib.c,16,3,3,2,3,4,1, 0
shell_version_string,bash-3.2\version.c,13,3,3,2,1,8,2, 0
show_shell_version,bash-3.2\version.c,8,2,2,1,0,3,2, 0
fmtumax,bash-3.2\lib\sh\fmtulong.c,89,386,27,2,19,9,4, 0
getcwd,bash-3.2\lib\sh\getcwd.c,179,63411,31,5,68,11,11, 0
uinttostr,bash-3.2\lib\sh\itos.c,8,1,1,0,0,3,2, 0
uitos,bash-3.2\lib\sh\itos.c,8,1,1,0,0,1,5, 0
sh_makepath,bash-3.2\lib\sh\makepath.c,51,256,14,4,3,7,8, 0
isnetconn,bash-3.2\lib\sh\netconn.c,6,1,1,0,0,1,1, 0
netopen,bash-3.2\lib\sh\netopen.c,7,1,1,0,0,0,3, 0
dup2,bash-3.2\lib\sh\oslib.c,25,6,6,1,4,9,5, 0
getdtablesize,bash-3.2\lib\sh\oslib.c,5,1,1,0,0,3,1, 0
gethostname,bash-3.2\lib\sh\oslib.c,8,1,1,0,0,3,2, 0
getmaxgroups,bash-3.2\lib\sh\oslib.c,11,3,3,1,1,1,1, 0
getmaxchild,bash-3.2\lib\sh\oslib.c,8,2,2,1,1,3,1, 0
sh_canonpath,bash-3.2\lib\sh\pathcanon.c,92,236,22,6,21,3,6, 0
sh_physpath,bash-3.2\lib\sh\pathphys.c,108,1440,20,4,28,3,7, 0
sh_realpath,bash-3.2\lib\sh\pathphys.c,38,8,7,2,6,3,11, 0
sh_double_quote,bash-3.2\lib\sh\shquote.c,21,4,4,2,1,2,3, 0
sh_mkdoublequoted,bash-3.2\lib\sh\shquote.c,20,3,4,2,0,5,2, 0
sh_un_double_quote,bash-3.2\lib\sh\shquote.c,25,5,4,2,2,2,3, 0
sh_backslash_quote,bash-3.2\lib\sh\shquote.c,34,5,28,3,2,1,3, 0
spname,bash-3.2\lib\sh\spell.c,31,23,9,3,7,2,3, 0
strncasecmp,bash-3.2\lib\sh\strcasecmp.c,24,4,7,2,5,4,3, 0
strcasecmp,bash-3.2\lib\sh\strcasecmp.c,20,4,6,2,4,3,3, 0
strindex,bash-3.2\lib\sh\strindex.c,14,3,5,2,3,2,5, 0
strvec_len,bash-3.2\lib\sh\stringvec.c,8,2,2,1,0,7,1, 0
strvec_copy,bash-3.2\lib\sh\stringvec.c,14,2,2,1,0,1,5, 0
strvec_strcmp,bash-3.2\lib\sh\stringvec.c,9,2,2,1,0,2,2, 0
strpbrk,bash-3.2\lib\sh\strpbrk.c,15,4,4,3,5,2,1, 0
strtod,bash-3.2\lib\sh\strtod.c,97,9408,25,3,37,3,7, 0
strtoul,bash-3.2\lib\sh\strtol.c,118,14081,32,3,46,4,6, 0
sh_mktmpname,bash-3.2\lib\sh\tmpfile.c,27,5,6,2,2,7,10, 0
sh_mktmpfd,bash-3.2\lib\sh\tmpfile.c,30,4,7,2,1,10,12, 0
get_new_window_size,bash-3.2\lib\sh\winsize.c,6,1,1,0,0,4,0, 0
zcatfd,bash-3.2\lib\sh\zcatfd.c,27,5,5,2,6,3,3, 0
zwrite,bash-3.2\lib\sh\zwrite.c,26,7,7,3,13,5,2, 0
rl_universal_argument,bash-3.2\lib\readline\misc.c,8,1,2,0,0,1,4, 0
rl_forward_byte,bash-3.2\lib\readline\text.c,22,7,6,2,2,9,5, 0
rl_forward,bash-3.2\lib\readline\text.c,6,1,1,0,0,2,2, 0
rl_backward_byte,bash-3.2\lib\readline\text.c,20,7,5,2,2,6,4, 0
rl_backward,bash-3.2\lib\readline\text.c,6,1,1,0,0,2,2, 0
rl_arrow_keys,bash-3.2\lib\readline\text.c,33,7,8,2,12,2,12, 0
rl_rubout_or_delete,bash-3.2\lib\readline\text.c,9,2,2,1,1,4,3, 0
rl_delete_or_show_completions,bash-3.2\lib\readline\text.c,9,2,2,1,1,4,3, 0
rl_emacs_editing_mode,bash-3.2\lib\readline\misc.c,9,1,1,0,0,1,4, 0
rl_overwrite_mode,bash-3.2\lib\readline\misc.c,12,3,3,1,2,3,2, 0
rl_dump_functions,bash-3.2\lib\readline\bind.c,10,2,2,1,0,3,4, 0
rl_dump_macros,bash-3.2\lib\readline\bind.c,10,2,2,1,0,3,4, 0
rl_dump_variables,bash-3.2\lib\readline\bind.c,10,2,2,1,0,3,4, 0
rl_menu_complete,bash-3.2\lib\readline\complete.c,75,134,14,3,5,5,14, 0
rl_stop_output,bash-3.2\lib\readline\rltty.c,7,1,1,0,0,1,2, 0
rl_tty_status,bash-3.2\lib\readline\util.c,7,1,1,0,0,0,2, 0
rl_insert_close,bash-3.2\lib\readline\parens.c,12,2,2,1,1,4,2, 0
rl_vi_redo,bash-3.2\lib\readline\vi_mode.c,30,10,6,2,2,8,8, 0
rl_vi_undo,bash-3.2\lib\readline\vi_mode.c,6,1,1,0,0,2,2, 0
rl_vi_yank_arg,bash-3.2\lib\readline\vi_mode.c,10,2,2,1,1,2,2, 0
rl_vi_fetch_history,bash-3.2\lib\readline\vi_mode.c,17,3,3,2,2,4,4, 0
rl_vi_search_again,bash-3.2\lib\readline\vi_mode.c,15,3,3,1,1,2,3, 0
rl_vi_search,bash-3.2\lib\readline\vi_mode.c,20,3,3,1,3,2,5, 0
rl_vi_complete,bash-3.2\lib\readline\vi_mode.c,22,24,7,2,3,5,6, 0
rl_vi_tilde_expand,bash-3.2\lib\readline\vi_mode.c,8,1,1,0,0,2,3, 0
rl_vi_prev_word,bash-3.2\lib\readline\vi_mode.c,17,4,4,1,3,4,6, 0
rl_vi_next_word,bash-3.2\lib\readline\vi_mode.c,17,4,4,1,3,5,6, 0
rl_vi_end_word,bash-3.2\lib\readline\vi_mode.c,15,3,3,1,2,3,5, 0
rl_vi_insert_beg,bash-3.2\lib\readline\vi_mode.c,8,1,1,0,0,1,3, 0
rl_vi_append_eol,bash-3.2\lib\readline\vi_mode.c,8,1,1,0,0,1,3, 0
rl_vi_eof_maybe,bash-3.2\lib\readline\vi_mode.c,6,1,1,0,0,0,2, 0
rl_vi_movement_mode,bash-3.2\lib\readline\vi_mode.c,13,4,3,1,0,4,6, 0
rl_vi_arg_digit,bash-3.2\lib\readline\vi_mode.c,9,2,2,1,1,4,3, 0
rl_vi_change_case,bash-3.2\lib\readline\vi_mode.c,35,11,9,3,6,4,12, 0
rl_vi_put,bash-3.2\lib\readline\vi_mode.c,11,4,3,1,0,5,5, 0
rl_vi_column,bash-3.2\lib\readline\vi_mode.c,10,2,2,1,1,3,3, 0
rl_vi_delete_to,bash-3.2\lib\readline\vi_mode.c,19,9,5,1,2,6,8, 0
rl_vi_change_to,bash-3.2\lib\readline\vi_mode.c,40,75,11,2,3,10,17, 0
rl_vi_yank_to,bash-3.2\lib\readline\vi_mode.c,22,6,4,1,1,4,12, 0
rl_vi_rubout,bash-3.2\lib\readline\vi_mode.c,24,8,7,1,4,6,6, 0
rl_vi_delete,bash-3.2\lib\readline\vi_mode.c,23,10,6,1,3,9,5, 0
rl_vi_back_to_indent,bash-3.2\lib\readline\vi_mode.c,9,2,2,1,0,5,3, 0
rl_vi_first_print,bash-3.2\lib\readline\vi_mode.c,6,1,1,0,0,1,2, 0
rl_vi_char_search,bash-3.2\lib\readline\vi_mode.c,44,16,9,2,11,7,11, 1
rl_vi_match,bash-3.2\lib\readline\vi_mode.c,84,137,20,4,20,5,5, 0
rl_vi_change_char,bash-3.2\lib\readline\vi_mode.c,22,3,3,1,3,4,7, 1
rl_vi_subst,bash-3.2\lib\readline\vi_mode.c,8,2,3,1,0,3,3, 0
rl_vi_overstrike,bash-3.2\lib\readline\vi_mode.c,16,4,3,1,0,3,5, 0
rl_vi_overstrike_delete,bash-3.2\lib\readline\vi_mode.c,26,18,6,2,2,5,7, 0
rl_vi_replace,bash-3.2\lib\readline\vi_mode.c,22,5,4,2,0,4,6, 0
rl_vi_set_mark,bash-3.2\lib\readline\vi_mode.c,12,2,2,1,1,1,4, 0
rl_vi_goto_mark,bash-3.2\lib\readline\vi_mode.c,12,2,2,1,1,1,4, 0
rl_vi_domove,bash-3.2\lib\readline\vi_mode.c,67,118,16,3,8,11,17, 2
rl_vi_bracktype,bash-3.2\lib\readline\vi_mode.c,15,7,7,1,21,2,1, 0
rl_vi_start_inserting,bash-3.2\lib\readline\vi_mode.c,7,1,1,0,0,7,2, 0
rl_vi_fWord,bash-3.2\lib\readline\vi_mode.c,13,5,4,2,0,5,2, 0
rl_vi_bWord,bash-3.2\lib\readline\vi_mode.c,19,13,6,3,0,4,2, 0
rl_vi_eWord,bash-3.2\lib\readline\vi_mode.c,21,21,7,3,0,5,2, 0
rl_vi_fword,bash-3.2\lib\readline\vi_mode.c,22,9,6,3,1,5,3, 0
rl_vi_bword,bash-3.2\lib\readline\vi_mode.c,28,41,9,4,1,4,3, 0
rl_vi_eword,bash-3.2\lib\readline\vi_mode.c,22,21,8,4,1,5,3, 0
rl_discard_argument,bash-3.2\lib\readline\misc.c,8,1,1,0,0,0,4, 0
rl_bind_key,bash-3.2\lib\readline\bind.c,25,4,4,2,4,10,5, 0
rl_bind_key_in_map,bash-3.2\lib\readline\bind.c,14,1,1,0,0,6,3, 0
rl_unbind_key,bash-3.2\lib\readline\bind.c,6,1,1,0,0,1,2, 0
rl_unbind_key_in_map,bash-3.2\lib\readline\bind.c,7,1,1,0,0,2,2, 0
rl_bind_key_if_unbound,bash-3.2\lib\readline\bind.c,10,1,1,0,0,3,2, 0
rl_bind_key_if_unbound_in_map,bash-3.2\lib\readline\bind.c,11,1,1,0,0,3,2, 0
rl_unbind_function_in_map,bash-3.2\lib\readline\bind.c,16,3,3,2,0,5,2, 0
rl_unbind_command_in_map,bash-3.2\lib\readline\bind.c,11,2,2,1,1,2,3, 0
rl_bind_keyseq,bash-3.2\lib\readline\bind.c,7,1,1,0,0,4,2, 0
rl_bind_keyseq_in_map,bash-3.2\lib\readline\bind.c,8,1,1,0,0,4,2, 0
rl_bind_keyseq_if_unbound_in_map,bash-3.2\lib\readline\bind.c,17,3,3,2,3,6,3, 0
rl_generic_bind,bash-3.2\lib\readline\bind.c,72,26,13,3,7,12,9, 0
rl_variable_value,bash-3.2\lib\readline\bind.c,13,3,4,1,2,5,4, 0
rl_set_key,bash-3.2\lib\readline\bind.c,8,1,1,0,0,3,2, 0
rl_macro_bind,bash-3.2\lib\readline\bind.c,16,2,2,1,1,4,6, 0
rl_translate_keyseq,bash-3.2\lib\readline\bind.c,109,274,40,5,90,7,7, 0
rl_named_function,bash-3.2\lib\readline\bind.c,11,3,3,2,3,7,3, 0
rl_function_of_keyseq,bash-3.2\lib\readline\bind.c,48,30,11,4,17,8,2, 0
rl_list_funmap_names,bash-3.2\lib\readline\bind.c,12,3,3,1,1,1,3, 0
rl_invoking_keyseqs_in_map,bash-3.2\lib\readline\bind.c,82,57,22,5,9,7,12, 0
rl_invoking_keyseqs,bash-3.2\lib\readline\bind.c,6,1,1,0,0,2,2, 0
rl_function_dumper,bash-3.2\lib\readline\bind.c,54,13,10,4,3,4,5, 0
rl_macro_dumper,bash-3.2\lib\readline\bind.c,6,1,1,0,0,3,1, 0
rl_variable_dumper,bash-3.2\lib\readline\bind.c,26,15,8,2,3,8,2, 0
rl_parse_and_bind,bash-3.2\lib\readline\bind.c,162,596504,44,3,23,7,19, 0
rl_make_bare_keymap,bash-3.2\lib\readline\keymaps.c,12,2,2,1,0,4,4, 0
rl_copy_keymap,bash-3.2\lib\readline\keymaps.c,14,2,2,1,0,3,4, 0
rl_make_keymap,bash-3.2\lib\readline\keymaps.c,15,4,3,1,0,0,3, 0
rl_discard_keymap,bash-3.2\lib\readline\keymaps.c,22,6,6,2,4,3,1, 0
rl_get_keymap_by_name,bash-3.2\lib\readline\bind.c,10,3,3,2,3,5,2, 0
rl_get_keymap_name,bash-3.2\lib\readline\bind.c,10,3,3,2,3,5,1, 0
rl_set_keymap,bash-3.2\lib\readline\bind.c,7,2,2,1,0,2,1, 0
rl_get_keymap,bash-3.2\lib\readline\bind.c,5,1,1,0,0,1,1, 0
rl_get_keymap_name_from_edit_mode,bash-3.2\lib\readline\bind.c,10,3,3,1,2,2,1, 0
rl_add_funmap_entry,bash-3.2\lib\readline\funmap.c,16,2,2,1,0,7,8, 0
rl_funmap_names,bash-3.2\lib\readline\funmap.c,19,3,3,2,0,4,4, 0
rl_push_macro_input,bash-3.2\lib\readline\macro.c,6,1,1,0,0,1,1, 0
rl_add_undo,bash-3.2\lib\readline\undo.c,11,1,1,0,0,10,3, 0
rl_prep_terminal,bash-3.2\lib\readline\rltty.c,47,30,10,2,5,11,15, 0
rl_deprep_terminal,bash-3.2\lib\readline\rltty.c,20,5,4,1,2,5,8, 0
rl_extend_line_buffer,bash-3.2\lib\readline\util.c,11,2,2,1,0,5,4, 0
rl_cleanup_after_signal,bash-3.2\lib\readline\signals.c,9,2,2,1,0,2,3, 0
rl_reset_after_signal,bash-3.2\lib\readline\signals.c,7,2,2,1,0,3,1, 0
rl_free_line_state,bash-3.2\lib\readline\signals.c,12,2,2,1,0,1,6, 0
rl_set_paren_blink_timeout,bash-3.2\lib\readline\parens.c,10,2,2,1,0,2,2, 0
rl_complete_internal,bash-3.2\lib\readline\complete.c,91,68,22,4,24,10,21, 0
rl_display_match_list,bash-3.2\lib\readline\complete.c,74,184,18,6,16,10,6, 0
rl_completion_mode,bash-3.2\lib\readline\complete.c,13,4,4,1,3,5,1, 0
read_alias_file,bash-3.2\lib\intl\localealias.c,97,10011,23,6,20,9,21, 0
extend_alias_table,bash-3.2\lib\intl\localealias.c,14,2,3,1,1,3,4, 0
alias_compare,bash-3.2\lib\intl\localealias.c,22,3,6,2,3,3,3, 0
set_binding_values,bash-3.2\lib\intl\bindtextdom.c,183,11924,39,6,26,11,13, 0
c_cut,bash-3.2\examples\loadables\cut.c,29,27,10,4,8,4,3, 0
f_cut,bash-3.2\examples\loadables\cut.c,53,1276,19,4,13,7,5, 0
get_list,bash-3.2\examples\loadables\cut.c,50,802,16,4,9,6,9, 0
_cut_strsep,bash-3.2\examples\loadables\cut.c,26,5,6,4,5,3,2, 0
cut_builtin,bash-3.2\examples\loadables\cut.c,69,87,19,3,54,10,13, 0
memset,bash-3.2\lib\sh\memset.c,8,2,2,1,0,10,1, 0
alloc_pid_list,bash-3.2\nojobs.c,10,2,2,1,0,3,4, 0
find_proc_slot,bash-3.2\nojobs.c,11,5,4,2,3,4,2, 0
find_index_by_pid,bash-3.2\nojobs.c,10,3,3,2,3,11,1, 0
find_status_by_pid,bash-3.2\nojobs.c,12,3,3,1,2,6,2, 0
mark_dead_jobs_as_notified,bash-3.2\jobs.c,47,64,13,3,6,10,9, 0
find_termsig_by_pid,bash-3.2\nojobs.c,12,3,3,1,2,6,3, 0
get_termsig,bash-3.2\nojobs.c,9,2,2,1,1,7,1, 0
set_pid_status,bash-3.2\nojobs.c,16,5,4,1,1,11,5, 0
set_pid_flags,bash-3.2\nojobs.c,11,2,2,1,1,3,3, 0
unset_pid_flags,bash-3.2\nojobs.c,11,2,2,1,1,2,3, 0
get_pid_flags,bash-3.2\nojobs.c,10,2,2,1,1,3,2, 0
add_pid,bash-3.2\nojobs.c,13,2,2,1,0,3,5, 0
tilde_find_prefix,bash-3.2\lib\readline\tilde.c,28,6,6,4,7,4,4, 0
process_exit_status,bash-3.2\jobs.c,11,3,3,1,2,10,1, 1
cleanup_dead_jobs,bash-3.2\nojobs.c,12,3,3,2,0,6,3, 0
get_job_by_pid,bash-3.2\jobs.c,14,4,3,1,0,2,4, 0
count_all_jobs,bash-3.2\jobs.c,14,3,3,2,0,4,3, 0
wait_for_background_pids,bash-3.2\jobs.c,36,73,10,3,5,8,11, 0
maybe_call_trap_handler,bash-3.2\trap.c,29,6,6,2,11,4,6, 0
j_strsignal,bash-3.2\jobs.c,13,2,2,1,0,5,2, 0
glue_prefix_and_suffix,bash-3.2\lib\readline\tilde.c,16,2,3,1,0,4,4, 0
xstrmatch,bash-3.2\lib\glob\smatch.c,8,1,1,0,0,4,2, 0
tty_builtin,bash-3.2\examples\loadables\tty.c,25,5,6,2,4,2,6, 0
sync_builtin,bash-3.2\examples\loadables\sync.c,6,1,1,0,0,0,2, 0
dolink,bash-3.2\examples\loadables\ln.c,48,38,14,3,7,7,9, 0
ln_builtin,bash-3.2\examples\loadables\ln.c,52,34,12,2,12,6,8, 0
mkdirpath,bash-3.2\examples\loadables\ln.c,15,2,2,1,0,3,4, 0
close_pipes,bash-3.2\execute_cmd.c,9,4,3,1,0,6,1, 0
do_piping,bash-3.2\execute_cmd.c,27,35,9,3,1,7,3, 0
bind_lastarg,bash-3.2\execute_cmd.c,10,2,2,1,0,2,2, 0
shell_control_structure,bash-3.2\execute_cmd.c,18,2,8,1,1,2,1, 0
cleanup_redirects,bash-3.2\execute_cmd.c,7,1,1,0,0,4,2, 0
async_redirect_stdin,bash-3.2\execute_cmd.c,13,3,3,1,1,4,5, 0
builtin_status,bash-3.2\execute_cmd.c,22,3,6,1,3,2,1, 0
execute_for_command,bash-3.2\execute_cmd.c,78,4660,22,4,11,22,31, 0
execute_case_command,bash-3.2\execute_cmd.c,60,606,18,4,5,20,26, 0
execute_while_command,bash-3.2\execute_cmd.c,6,1,1,0,0,2,2, 0
execute_until_command,bash-3.2\execute_cmd.c,6,1,1,0,0,2,2, 0
execute_while_or_until,bash-3.2\execute_cmd.c,45,3458,18,3,9,12,11, 0
execute_if_command,bash-3.2\execute_cmd.c,24,16,10,3,1,9,9, 0
execute_null_command,bash-3.2\execute_cmd.c,40,12,8,3,10,8,10, 0
fix_assignment_words,bash-3.2\execute_cmd.c,23,7,7,4,5,7,3, 0
execute_simple_command,bash-3.2\execute_cmd.c,179,40255716,44,5,12,28,54, 0
execute_builtin,bash-3.2\execute_cmd.c,48,224,11,3,1,10,9, 0
execute_function,bash-3.2\execute_cmd.c,103,3456,17,2,2,26,30, 0
execute_builtin_or_function,bash-3.2\execute_cmd.c,62,193,10,2,3,10,14, 0
execute_subshell_builtin_or_function,bash-3.2\execute_cmd.c,48,176,11,3,4,15,12, 0
execute_disk_command,bash-3.2\execute_cmd.c,65,392,13,3,2,13,22, 0
getinterp,bash-3.2\execute_cmd.c,17,8,4,1,0,4,3, 0
initialize_subshell,bash-3.2\execute_cmd.c,13,4,3,1,0,5,8, 0
execute_in_subshell,bash-3.2\execute_cmd.c,99,276480,24,2,2,17,30, 0
execute_pipeline,bash-3.2\execute_cmd.c,54,37,9,2,3,15,18, 0
execute_connection,bash-3.2\execute_cmd.c,80,155,28,3,17,16,13, 0
execute_intern_function,bash-3.2\execute_cmd.c,25,5,5,2,2,8,7, 0
new_fd_bitmap,bash-3.2\execute_cmd.c,16,2,2,1,1,6,5, 0
dispose_fd_bitmap,bash-3.2\execute_cmd.c,7,2,3,2,0,6,1, 0
close_fd_bitmap,bash-3.2\execute_cmd.c,15,4,4,3,0,7,3, 0
executing_line_number,bash-3.2\execute_cmd.c,12,2,2,1,1,9,1, 0
execute_command,bash-3.2\execute_cmd.c,16,4,4,2,0,9,10, 0
execute_command_internal,bash-3.2\execute_cmd.c,207,6291537,55,5,62,42,60, 2
do_redirections,bash-3.2\redir.c,28,15,6,2,3,12,6, 0
dispose_exec_redirects,bash-3.2\execute_cmd.c,9,2,2,1,0,4,2, 0
run_pending_traps,bash-3.2\trap.c,42,7,7,4,3,7,16, 0
stdin_redirects,bash-3.2\redir.c,10,2,2,1,0,8,2, 0
copy_redirects,bash-3.2\copy_cmd.c,13,2,3,1,0,6,4, 0
signal_is_ignored,bash-3.2\trap.c,6,1,1,0,0,5,1, 0
dispose_used_env_vars,bash-3.2\variables.c,9,2,2,1,0,3,2, 0
run_error_trap,bash-3.2\trap.c,6,2,2,1,0,3,1, 0
set_pipestatus_from_exit,bash-3.2\variables.c,5,1,1,0,0,1,0, 0
restore_original_signals,bash-3.2\trap.c,5,1,1,0,0,4,1, 0
setup_async_signals,bash-3.2\execute_cmd.c,10,1,1,0,0,3,2, 0
set_sigchld_handler,bash-3.2\jobs.c,5,1,1,0,0,0,1, 0
without_job_control,bash-3.2\jobs.c,8,1,1,0,0,0,4, 0
restore_default_signal,bash-3.2\trap.c,25,16,10,3,3,6,6, 0
terminate_current_pipeline,bash-3.2\jobs.c,9,2,2,1,0,3,1, 0
kill_current_pipeline,bash-3.2\jobs.c,6,1,1,0,0,1,2, 0
check_identifier,bash-3.2\general.c,18,3,3,1,2,6,4, 0
expand_words_no_vars,bash-3.2\subst.c,6,1,1,0,0,4,2, 0
dispose_words,bash-3.2\dispose_cmd.c,13,11,17,8,5,40,6, 0
dispose_variable,bash-3.2\variables.c,16,13,8,3,2,12,3, 0
signal_in_progress,bash-3.2\trap.c,6,1,1,0,0,6,1, 0
run_debug_trap,bash-3.2\trap.c,11,2,2,1,0,6,2, 0
expand_word_unsplit,bash-3.2\subst.c,11,1,2,0,0,3,4, 0
string_list,bash-3.2\subst.c,6,1,1,0,0,18,2, 0
expand_word_leave_quoted,bash-3.2\subst.c,7,1,1,0,0,3,2, 0
